Project_id,source_id,Address,Town,Province,Source_type,results,Improvement,Source_status,Date_of_completion,Comments
2429,AkRu04956224,"109 Bissau Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2430,SoRu35231224,"99 Nile Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2431,KiZu31032224,"26 Yaounde Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2432,AmBe11326224,"166 Mbuzi Mbeki Street",Bello,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2433,HaDe16344224,"47 Dangote Drive",Deka,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2434,KiIs23581224,"117 Langata Road",Isiqalo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2435,HaDj16733224,"94 Durban Road",Djenne,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2436,KiAm22034224,"120 Lome Street",Amara,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2437,KiRu27415224,"82 Kaduna Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2438,SoRu38773224,"11 Mto Wa Ukarimu Street",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2439,SoRu38376224,"9 Mlima Wa Uzuri Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2440,KiAm22424224,"8 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2441,SoRu35925224,"179 Seychelles Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2442,KiZu31278224,"22 Conakry Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2443,KiRu26146224,"51 Nyerere Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2444,KiRu26531224,"58 Praia Avenue",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2445,SoRu36388224,"6 Nkrumah Road",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2446,KiAm22256224,"189 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2447,SoRu35366224,"104 Nile Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2448,KiRu29970224,"117 Special Star Road",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2449,KiAm21986224,"59 Lome Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2450,AkRu05474224,"104 Wole Soyinka Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2451,AkRu03479224,"6 Baobab Court",Rural,Akatsi,river,NULL,NULL,Backlog,NULL,NULL
2452,HaRu18699224,"123 Amin Road",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2453,AkRu03264224,"191 Savanna Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2454,AmRu15083224,"8 Mto Maridadi Avenue",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2455,KiRu29489224,"177 Bahari Nyeupe Street",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2456,KiZu31139224,"44 Conakry Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2457,SoBa31678224,"61 Kwame Nkrumah Street",Bahari,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2458,AmAm09519224,"82 Lumumba Lane",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2459,SoRu35728224,"33 Moroni Avenue",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2460,SoMa33627224,"24 Luxor Avenue",Majengo,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2461,SoRu37673224,"40 Tausi Lumumba Avenue",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2462,KiRu27717224,"178 Desmond Tutu Street",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2463,AkRu05562224,"170 Wole Soyinka Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2464,KiHa22800224,"145 Tripoli Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2465,KiMr24546224,"144 Okocha Street",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2466,KiHa22965224,"170 Bujumbura Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2467,AkRu04407224,"61 Asmara Street",Rural,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2468,AkRu05504224,"175 Wole Soyinka Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2469,AkRu08067224,"17 Milima Nyeusi Drive",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2470,AkRu07395224,"15 Ukingo Wa Jua Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2471,KiAm22376224,"47 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2472,AmAm09360224,"20 Zambezi Way",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2473,KiRu29090224,"7 Njia Ya Maji Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2474,KiRu26769224,"137 N'Djamena Road",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2475,HaZa21701224,"18 Kampala Road",Zanzibar,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2476,SoRu36022224,"38 Seychelles Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2477,HaZa21811224,"2 Jomo Kenyatta Avenue",Zanzibar,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2478,HaDj16672224,"46 Durban Road",Djenne,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2479,AmRu13852224,"24 Timbuktu Road",Rural,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2480,HaRu17229224,"35 Savannah Grove",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2481,SoRu39370224,"26 Isicathamiya Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2482,KiRu28003224,"10 Duma Leakey Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2483,SoMa34275224,"104 Freetown Road",Marang,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2484,SoRu35451224,"43 Mandela Drive",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2485,KiMr24661224,"148 Kob Maathai Road",Mrembo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2486,SoRu37868224,"127 Paka Dangote Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2487,AmRu15781224,"97 African Queen Road",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2488,SoRu37667224,"18 Tausi Lumumba Avenue",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2489,HaRu17740224,"7 Tunis Road",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2490,KiMr24369224,"32 Pretoria Avenue",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2491,AmAs10642224,"69 Nadi Kijani Lane",Asmara,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2492,KiHa23187224,"63 Port Said Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2493,AkRu05275224,"106 Kenyatta Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2494,HaRu18643224,"131 Amin Road",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2495,KiRu27044224,"83 Zanzibar Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2496,AkRu04017224,"10 Moi Avenue",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2497,AkRu05185224,"123 Kenyatta Street",Rural,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2498,AkRu06402224,"38 Punda Kagame Street",Rural,Akatsi,river,NULL,NULL,Backlog,NULL,NULL
2499,AmAm09980224,"2 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2500,HaRu19414224,"22 Twiga Lumumba Boulevard",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2501,HaRu20482224,"45 Gbenga Adeyinka Street",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2502,KiHa23258224,"136 Port Said Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2503,AkRu07950224,"114 Maji Mema Street",Rural,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2504,HaYa21611224,"33 Djembe Drive",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2505,AkRu03196224,"27 Kigali Place",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2506,AmBe11266224,"62 Mbuzi Mbeki Street",Bello,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2507,KiRu27007224,"132 Zanzibar Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2508,HaRu18065224,"18 Bamenda Boulevard",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2509,KiRu29638224,"147 Ziwa La Upendo Street",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2510,SoRu36688224,"166 Machel Lane",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2511,SoKo33058224,"9 Akili Parkway",Kofi,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2512,SoRu35056224,"38 Lusaka Circle",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2513,SoRu35097224,"17 Zamalek Parkway",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2514,HaRu17973224,"176 Lubumbashi Lane",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2515,KiIs24058224,"20 Jengo Khama Avenue",Isiqalo,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2516,KiRu29882224,"114 Special Star Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2517,HaRu19912224,"131 Chanzo Cha Furaha Road",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2518,AkRu08020224,"44 Milima Nyeusi Drive",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2519,KiRu28362224,"10 Twiga Kagame Avenue",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2520,HaSe20986224,"109 Serengeti Road",Serowe,Hawassa,river,NULL,NULL,Backlog,NULL,NULL
2521,HaYa21577224,"17 Djembe Drive",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2522,AkRu03092224,"29 Swahili Grove",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2523,SoRu38233224,"188 Mto Wa Uzima Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2524,HaRu17606224,"58 Constantine Road",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2525,AmRu13915224,"145 Timbuktu Road",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2526,HaRu19166224,"16 Miriam Makeba Drive",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2527,KiRu25457224,"46 Uhuru Square",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2528,AkHa00525224,"27 Ukingo Mkuu Drive",Harare,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2529,KiRu28044224,"73 Duma Leakey Road",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2530,HaYa21475224,"91 Okapi Road",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2531,KiHa23163224,"80 Port Said Street",Harare,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2532,AkRu04472224,"13 Antananarivo Road",Rural,Akatsi,river,NULL,NULL,Backlog,NULL,NULL
2533,AmAs10275224,"161 Eto'o Street",Asmara,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2534,HaRu20017224,"74 Milima Kali Street",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2535,SoMa34240224,"23 Freetown Road",Marang,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2536,KiHa23052224,"94 Bujumbura Street",Harare,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2537,KiZu30798224,"88 Banjul Street",Zuri,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2538,AkHa00023224,"147 Addis Ababa Road",Harare,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2539,HaRu20374224,"1 Johnny Street",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2540,SoMa34286224,"100 Freetown Road",Marang,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2541,AkRu06513224,"97 Popo Kamuzu Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2542,HaRu19898224,"135 Chanzo Cha Furaha Road",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2543,AmRu15471224,"194 Jerusalema Lane",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2544,HaRu17296224,"11 Tangier Terrace",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2545,KiMr25102224,"76 Afrobeats Street",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2546,KiHa22823224,"139 Tripoli Street",Harare,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2547,AmAb09110224,"150 Kinshasa Road",Abidjan,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2548,HaRu18181224,"11 Tripoli Terrace",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2549,AkHa00643224,"13 Yvonne Chaka Street",Harare,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2550,AmBe10943224,"87 Achebe Street",Bello,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2551,SoRu35734224,"105 Mombasa Road",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2552,SoRu34860224,"38 Ndovu Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2553,AkRu07163224,"116 Simba Tutu Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2554,SoRu35549224,"152 Monrovia Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2555,KiMr24311224,"17 Sokoto Avenue",Mrembo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2556,AkLu02018224,"188 Kumasi Street",Lusaka,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2557,AkHa00728224,"156 Yvonne Chaka Street",Harare,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2558,SoRu36864224,"172 Ellen Johnson Sirleaf Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2559,AkLu01945224,"41 Kumasi Street",Lusaka,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2560,KiRu25767224,"57 Acacia Lane",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2561,AmRu14753224,"198 Nyama Choma Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2562,AkLu01672224,"111 Mogadishu Road",Lusaka,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2563,KiRu29030224,"54 Njia Ya Maji Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2564,AkRu04630224,"53 Marrakech Avenue",Rural,Akatsi,river,NULL,NULL,Backlog,NULL,NULL
2565,SoCh32252224,"3 Mali Avenue",Cheche,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2566,AkRu08834224,"95 Ladysmith Black Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2567,HaRu17029224,"108 Twiga Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2568,AkRu02826224,"169 Nia Lane",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2569,KiMr24555224,"155 Okocha Street",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2570,SoRu35631224,"75 Monrovia Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2571,AkRu04574224,"146 Antananarivo Road",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2572,KiRu28187224,"122 Kipepeo Johnson Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2573,AkRu04168224,"69 Victoria Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2574,HaRu17048224,"52 Twiga Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2575,KiHa23368224,"79 Samora Machel Road",Harare,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2576,SoRu39400224,"31 Amadou & Mariam Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2577,KiAm22627224,"117 Bahari Ya Upendo Road",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2578,AmAm09581224,"186 Lumumba Lane",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2579,SoRu37069224,"148 Nelson Mandela Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2580,AkRu04772224,"103 Giza Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2581,SoRu39512224,"45 Angelique Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2582,AkRu02954224,"36 Sahara Terrace",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2583,AkRu05897224,"86 Mbeki Street",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2584,AmAm09438224,"22 Accra Avenue",Amina,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2585,SoRu37964224,"128 Paka Dangote Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2586,KiRu26585224,"24 Praia Avenue",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2587,SoRu35622224,"91 Monrovia Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2588,HaAm16061224,"184 Garang Street",Amina,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2589,AkHa00514224,"31 Ukingo Mkuu Drive",Harare,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2590,AmBe11218224,"161 Mbuzi Mbeki Street",Bello,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2591,HaDj16719224,"4 Durban Road",Djenne,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2592,HaSe21196224,"38 Umqombothi Avenue",Serowe,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2593,AkRu07225224,"140 Simba Tutu Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2594,KiAm22281224,"59 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2595,KiAm21928224,"12 Zanzibar Crossing",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2596,SoRu36408224,"43 Nkrumah Road",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2597,SoRu38155224,"109 Mto Wa Uzima Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2598,AmAb09093224,"75 Kinshasa Road",Abidjan,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2599,KiRu26416224,"49 Harare Drive",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2600,SoRu37321224,"39 Chui Wangari Drive",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2601,HaRu17430224,"196 Rhodes Street",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2602,KiRu29856224,"50 Soweto Blues Boulevard",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2603,HaYa21450224,"59 Okapi Road",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2604,SoRu34864224,"33 Ndovu Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2605,AmAs10514224,"83 Nadi Kijani Lane",Asmara,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2606,AkRu04260224,"106 Asmara Street",Rural,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2607,AkRu08319224,"15 Freedom Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2608,AmDa11843224,"129 Nyoka Achebe Street",Dahabu,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2609,KiIs23710224,"131 Cape Coast Road",Isiqalo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2610,AkRu04889224,"93 Giza Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2611,AkLu02394224,"39 Maji Matulivu Avenue",Lusaka,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2612,SoBa31481224,"7 Stanley Avenue",Bahari,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2613,SoRu36007224,"166 Seychelles Street",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2614,AmDa11986224,"49 Nyoka Achebe Street",Dahabu,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2615,KiRu27562224,"60 Amanpour Avenue",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2616,AkRu07926224,"32 Maji Mema Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2617,KiAm22233224,"37 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2618,SoRu39363224,"10 Isicathamiya Avenue",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2619,AmAs10780224,"164 Jangwa La Fisi Street",Asmara,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2620,KiRu26439224,"11 Harare Drive",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2621,SoKo33321224,"5 Chura Mandela Avenue",Kofi,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2622,KiRu25305224,"174 Mwanza Street",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2623,KiZu30879224,"87 Banjul Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2624,HaRu17464224,"169 Rhodes Street",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2625,SoRu37858224,"10 Kuku Kenyatta Road",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2626,AkRu06369224,"26 Punda Kagame Street",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2627,HaDj16820224,"47 Nairobi Drive",Djenne,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2628,AmBe11234224,"112 Mbuzi Mbeki Street",Bello,Amanzi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2629,AkHa00550224,"152 Yvonne Chaka Street",Harare,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2630,KiRu25798224,"23 Acacia Lane",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2631,HaAm16156224,"18 Kifaru Lumumba Road",Amina,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2632,HaRu17642224,"90 Constantine Road",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2633,HaRu19184224,"99 Kiboko Nkrumah Lane",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2634,HaAm16080224,"129 Garang Street",Amina,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2635,AkRu04196224,"29 Victoria Street",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2636,AmRu13539224,"37 Casablanca Street",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2637,KiRu28872224,"86 Ziwa La Kioo Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2638,KiRu30169224,"26 Burna Boy Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2639,AmRu15648224,"39 Scatterlings Avenue",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2640,SoBa31597224,"104 Kwame Nkrumah Street",Bahari,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2641,AmRu13276224,"15 Hurghada Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2642,SoRu38590224,"12 Mlima Wa Ufalme Avenue",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2643,AmDa12160224,"46 Osibisa Drive",Dahabu,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
